ID;N_VICTIMAS;FECHA;AAAA;MM;DD;HORA;TIPO_DE_CALLE;Calle;Altura;Cruce;cruce_r;Dirección Normalizada;COMUNA;longitud;latitud;PARTICIPANTES;VICTIMA;ACUSADO
2016-0169;1;2016-12-15;2016;12;15;15:30:00;AVENIDA;NU?EZ;;BALBIN, RICARDO, DR. AV.;True;NUÃ‘EZ y BALBIN, RICARDO, DR. AV.;12;-58.47935434;-34.55676497;MOTO-PASAJEROS;MOTO;PASAJEROS
2016-0170;1;2016-12-19;2016;12;19;17:10:00;GRAL PAZ;PAZ, GRAL. AV.;4500.0;;False;PAZ, GRAL. AV. 4500;12;-58.50598256;-34.5637998;MOTO-AUTO;MOTO;AUTO
2016-0171;1;2016-12-25;2016;12;25;19:00:00;AUTOPISTA;HUERGO, ING. AV.;;AUTOPISTA 25 DE MAYO;True;HUERGO, ING. AV. y AUTOPISTA 25 DE MAYO;1;-58.36607137;-34.62150748;MOTO-MOTO;MOTO;MOTO
2016-0172;1;2016-12-26;2016;12;26;08:00:00;AVENIDA;GARAY, JUAN DE AV.;;CASTRO;True;GARAY, JUAN DE AV. y CASTRO;5;-58.41918902;-34.63174259;MOTO-CARGAS;MOTO;CARGAS
2016-0173;1;2016-12-26;2016;12;26;19:52:00;AVENIDA;DIRECTORIO AV.;;SAN PEDRITO AV.;True;DIRECTORIO AV. y SAN PEDRITO AV.;7;-58.46749188;-34.63551751;MOTO-CARGAS;MOTO;CARGAS
2016-0175;1;2016-12-27;2016;12;27;08:15:00;CALLE;FALCON, RAMON L.,CNEL.;;MEMBRILLAR;True;FALCON, RAMON L.,CNEL. y MEMBRILLAR;7;-58.46064174;-34.62960517;PEATON-BICICLETA;PEATON;BICICLETA
2016-0176;1;2016-12-28;2016;12;28;01:41:00;AVENIDA;BELGRANO AV.;;PASEO COLON AV.;True;BELGRANO AV. y PASEO COLON AV.;1;-58.36956186;-34.61232875;MOTO-PASAJEROS;MOTO;PASAJEROS
2016-0177;1;2016-12-29;2016;12;29;04:00:00;CALLE;ARENALES;3319.0;;False;ARENALES 3319;14;-58.40966671;-34.58788235;PEATON-AUTO;PEATON;AUTO
2016-0178;1;2016-12-30;2016;12;30;16:18:00;CALLE;REPUBLICA BOLIVARIANA DE VENEZUELA;;SAAVEDRA;True;REPUBLICA BOLIVARIANA DE VENEZUELA y SAAVEDRA;3;-58.40288226;-34.61544091;MULTIPLE;PEATON;MULTIPLE
2017-0001;1;2017-01-02;2017;1;2;01:00:00;AVENIDA;JUSTO, JUAN B. AV.;;ACHUPALLAS;True;JUSTO, JUAN B. AV. y ACHUPALLAS;11;-58.4659423;-34.61028571;MOTO-CARGAS;MOTO;CARGAS
2017-0003;1;2017-01-05;2017;1;5;03:10:00;AVENIDA;OLAVARRIA;;VELEZ SARSFIELD AV.;True;OLAVARRIA y VELEZ SARSFIELD AV.;4;-58.38957669;-34.64410277;CARGAS-CARGAS;CARGAS;CARGAS
2017-0007;1;2017-01-11;2017;1;11;17:00:00;CALLE;LIMA;;MEXICO;True;LIMA y MEXICO;1;-58.3816166;-34.61529543;MULTIPLE;PEATON;MULTIPLE
2017-0008;1;2017-01-16;2017;1;16;00:40:00;CALLE;CABRERA, JOSE A.;;BONPLAND;True;CABRERA, JOSE A. y BONPLAND;14;-58.43917004;-34.58494351;MOTO-PASAJEROS;MOTO;PASAJEROS
2017-0009;1;2017-01-16;2017;1;16;13:56:00;AUTOPISTA;AUTOPISTA 25 DE MAYO;;;False;AUTOPISTA 25 DE MAYO y BOEDO AV.;5;-58.41595919;-34.62743346;MOTO-CARGAS;MOTO;CARGAS
2017-0010;1;2017-01-16;2017;1;16;16:30:00;AVENIDA;DIRECTORIO AV.;;RIGLOS;True;DIRECTORIO AV. y RIGLOS;6;-58.4356488;-34.62828656;MOTO-AUTO;MOTO;AUTO
2017-0011;1;2017-01-22;2017;1;22;02:30:00;GRAL PAZ;PAZ, GRAL. AV.;;BALBIN, RICARDO, DR. AV.;True;PAZ, GRAL. AV. y BALBIN, RICARDO, DR. AV.;12;-58.5007381;-34.5497951;MOTO-OBJETO FIJO;MOTO;OBJETO FIJO
2017-0012;1;2017-01-24;2017;1;24;14:00:00;CALLE;TRAFUL;;TABORDA, DIOGENES;True;TRAFUL y TABORDA, DIOGENES;4;-58.40969005;-34.6505529;MOTO-CARGAS;MOTO;CARGAS
2017-0013;1;2017-01-27;2017;1;27;07:00:00;AVENIDA;IRIARTE, GRAL. AV.;3055.0;;False;IRIARTE, GRAL. AV. 3055;4;-58.38972622;-34.65098981;PEATON-CARGAS;PEATON;CARGAS
2017-0014;1;2017-01-28;2017;1;28;08:27:34;AVENIDA;DONADO;;ARIAS;True;DONADO y ARIAS;12;-58.49185972;-34.55046754;MULTIPLE;MOTO;MULTIPLE
2017-0015;1;2017-02-02;2017;2;2;15:18:03;AVENIDA;CORDOBA AV.;;CALLAO AV.;True;CORDOBA AV. y CALLAO AV.;2;-58.39293417;-34.59963642;PEATON-AUTO;PEATON;AUTO
2017-0016;1;2017-02-03;2017;2;3;05:12:21;AUTOPISTA;AUTOPISTA 25 DE MAYO;;;False;AUTOPISTA 25 DE MAYO KM. 8.3;1;-58.38099494;-34.62288231;MOTO-CARGAS;MOTO;CARGAS
2017-0017;1;2017-02-06;2017;2;6;08:00:00;AVENIDA;JUSTO, JUAN B. AV.;;PARAGUAY;True;JUSTO, JUAN B. AV. y PARAGUAY;14;-58.429012;-34.58095431;MOTO-AUTO;MOTO;AUTO
2017-0018;1;2017-02-09;2017;2;9;07:00:00;GRAL PAZ;PAZ, GRAL. AV.;;DE LOS CORRALES AV.;True;PAZ, GRAL. AV. y DE LOS CORRALES AV.;9;-58.50877521;-34.66977709;MOTO-AUTO;MOTO;AUTO
2017-0021;1;2017-02-18;2017;2;18;05:30:00;CALLE;SARMIENTO;;LIBERTAD;True;SARMIENTO y LIBERTAD;1;-58.38362373;-34.60509972;MOTO-PASAJEROS;MOTO;PASAJEROS
2017-0024;1;2017-02-23;2017;2;23;20:50:00;AVENIDA;RIVADAVIA AV.;7121.0;;False;RIVADAVIA AV. 7121;7;-58.46589308;-34.62955795;PEATON-PASAJEROS;PEATON;PASAJEROS
2017-0025;1;2017-02-24;2017;2;24;17:05:00;AVENIDA;FERNANDEZ DE LA CRUZ, F., GRAL. AV.;;RIVERA INDARTE AV.;True;FERNANDEZ DE LA CRUZ, F., GRAL. AV. y RIVERA INDARTE AV.;7;-58.43614426;-34.6542464;MOTO-SD;MOTO;
2017-0026;2;2017-02-26;2017;2;26;05:15:00;AVENIDA;MORENO, PERITO AV.;;FOURNIER;True;MORENO, PERITO AV. y FOURNIER;4;-58.41842777;-34.64979057;AUTO-OBJETO FIJO;AUTO;OBJETO FIJO
2017-0027;1;2017-02-26;2017;2;26;21:57:00;AVENIDA;CASEROS AV.;1429.0;;False;CASEROS AV. 1429;1;-58.38332245;-34.6319325;PEATON-AUTO;PEATON;AUTO
2017-0028;1;2017-02-28;2017;2;28;09:20:00;AVENIDA;GAONA AV.;;FRAGATA PRES. SARMIENTO;True;GAONA AV. y FRAGATA PRES. SARMIENTO;6;-58.45475488;-34.61196327;PEATON-AUTO;PEATON;AUTO
2017-0029;1;2017-03-07;2017;3;7;02:15:00;CALLE;MOZART;;TANDIL;True;MOZART y TANDIL;9;-58.48501341;-34.64742455;SD-AUTO;;AUTO
2017-0030;1;2017-03-07;2017;3;7;08:00:00;AVENIDA;MOZART;;AUTOPISTA DELLEPIANE LUIS TTE. GRAL.;True;MOZART y AUTOPISTA DELLEPIANE LUIS TTE. GRAL.;9;-58.47010988;-34.65872088;AUTO-PASAJEROS;AUTO;PASAJEROS
2017-0031;1;2017-03-11;2017;3;11;01:30:00;CALLE;24 DE NOVIEMBRE;;PAVON;True;24 DE NOVIEMBRE y PAVON;3;-58.4099756;-34.62873635;AUTO-OBJETO FIJO;AUTO;OBJETO FIJO
2017-0032;1;2017-03-12;2017;3;12;05:00:00;GRAL PAZ;PAZ, GRAL. AV.;;LOS CEDROS;True;PAZ, GRAL. AV. y LOS CEDROS;8;-58.48892175;-34.68359163;AUTO-AUTO;AUTO;AUTO
2017-0033;1;2017-03-12;2017;3;12;07:30:00;GRAL PAZ;PAZ, GRAL. AV.;;GUTIERREZ, RICARDO;True;PAZ, GRAL. AV. y GUTIERREZ, RICARDO;11;-58.52466448;-34.60325478;AUTO-AUTO;AUTO;AUTO
2017-0034;1;2017-03-13;2017;3;13;07:50:00;CALLE;GODOY CRUZ;2651.0;;False;GODOY CRUZ 2651;14;-58.42554218;-34.57929036;PEATON-AUTO;PEATON;AUTO
2017-0035;3;2017-03-23;2017;3;23;05:00:00;AVENIDA;ACHAVAL RODRIGUEZ, T., DR. AV.;;VILLAFLOR, AZUCENA;True;ACHAVAL RODRIGUEZ, T., DR. AV. y VILLAFLOR, AZUCENA;1;-58.35881506;-34.61113641;AUTO-OBJETO FIJO;AUTO;OBJETO FIJO
2017-0036;2;2017-03-29;2017;3;29;18:00:00;GRAL PAZ;PAZ, GRAL. AV.;;CAMPANA;True;PAZ, GRAL. AV. y CAMPANA;12;-58.51452347;-34.58159762;MOTO-PASAJEROS;MOTO;PASAJEROS
2017-0037;1;2017-03-31;2017;3;31;03:00:00;AVENIDA;INDEPENDENCIA AV.;;CEVALLOS, VIRREY;True;INDEPENDENCIA AV. y CEVALLOS, VIRREY;1;-58.38896772;-34.61799615;MOTO-CARGAS;MOTO;CARGAS
2017-0038;1;2017-04-01;2017;4;1;19:00:00;AVENIDA;CASTA?ARES AV.;;LAUTARO;True;CASTAÃ‘ARES AV. y LAUTARO;7;-58.44516857;-34.64363363;MOTO-AUTO;MOTO;AUTO
2017-0040;1;2017-04-03;2017;4;3;09:40:00;AVENIDA;GUIRALDES, INT.;2699.0;;False;GUIRALDES, INT. 2699;13;-58.43834197;-34.54560369;MULTIPLE;AUTO;MULTIPLE
2017-0041;1;2017-04-03;2017;4;3;23:15:00;CALLE;FERNANDEZ MORENO, BALDOMERO;2186.0;;False;FERNANDEZ MORENO, BALDOMERO 2186;7;-58.45485084;-34.63531854;MOTO-AUTO;MOTO;AUTO
2017-0042;1;2017-04-10;2017;4;10;09:00:00;GRAL PAZ;LUGONES, LEOPOLDO AV.;;;False;LUGONES, LEOPOLDO AV.;14;;;MOTO-CARGAS;MOTO;CARGAS
2017-0045;1;2017-04-14;2017;4;14;06:15:00;CALLE;NOGOYA;5940.0;;False;NOGOYA 5940;10;-58.52449285;-34.62454175;MOTO-OBJETO FIJO;MOTO;OBJETO FIJO
2017-0047;1;2017-04-23;2017;4;23;06:30:00;AVENIDA;ARGENTINA AV.;;CORVALAN;True;ARGENTINA AV. y CORVALAN;8;-58.46713742;-34.6719879;MOTO-AUTO;MOTO;AUTO
2017-0049;1;2017-04-27;2017;4;27;18:16:00;AVENIDA;FERNANDEZ DE LA CRUZ, F., GRAL. AV.;;VARELA AV.;True;FERNANDEZ DE LA CRUZ, F., GRAL. AV. y VARELA AV.;8;-58.43850413;-34.65554754;PEATON-PASAJEROS;PEATON;PASAJEROS
2017-0050;2;2017-04-28;2017;4;28;11:08:08;AUTOPISTA;AUTOPISTA PERITO MORENO;;;False;;9;;;MOTO-CARGAS;MOTO;CARGAS
2017-0051;1;2017-05-01;2017;5;1;03:47:47;AUTOPISTA;AUTOPISTA DELLEPIANE LUIS TTE. GRAL.;;;False;;7;;;AUTO-AUTO;AUTO;AUTO
2017-0052;1;2017-05-05;2017;5;5;03:40:00;GRAL PAZ;PAZ, GRAL. AV.;;GOLETA SANTA CRUZ;True;PAZ, GRAL. AV. y GOLETA SANTA CRUZ;8;-58.49413799;-34.68095739;PEATON-CARGAS;PEATON;CARGAS
2017-0053;1;2017-05-05;2017;5;5;20:16:22;CALLE;VIEYTES;;VILLARINO;True;VIEYTES y VILLARINO;4;-58.37547846;-34.65326075;MOTO-CARGAS;MOTO;CARGAS
2017-0054;1;2017-05-07;2017;5;7;21:00:00;AVENIDA;DE LOS CONSTITUYENTES AV.;;MORAN, PEDRO;True;DE LOS CONSTITUYENTES AV. y MORAN, PEDRO;15;-58.48680218;-34.58689719;MOTO-AUTO;MOTO;AUTO
2017-0055;1;2017-05-09;2017;5;9;08:30:00;AVENIDA;DE LOS CONSTITUYENTES AV.;4900.0;;False;DE LOS CONSTITUYENTES AV. 4900;12;-58.49563989;-34.57962262;AUTO-AUTO;AUTO;AUTO
2017-0058;1;2017-05-09;2017;5;9;23:10:00;AVENIDA;CORDOBA AV.;;LIBERTAD;True;CORDOBA AV. y LIBERTAD;1;-58.38403232;-34.5991594;PEATON-MOTO;PEATON;MOTO
2017-0059;1;2017-05-11;2017;5;11;09:24:00;CALLE;BRASIL;;LIMA;True;BRASIL y LIMA;1;-58.38223382;-34.62693865;PEATON-PASAJEROS;PEATON;PASAJEROS
2017-0060;1;2017-05-13;2017;5;13;07:20:00;AVENIDA;ESCALADA AV.;;FERNANDEZ DE LA CRUZ, F., GRAL. AV.;True;ESCALADA AV. y FERNANDEZ DE LA CRUZ, F., GRAL. AV.;8;-58.45966521;-34.67323292;MOTO-OBJETO FIJO;MOTO;OBJETO FIJO
2017-0061;1;2017-05-15;2017;5;15;13:29:30;AVENIDA;PARAGUAY;;CALLAO AV.;True;PARAGUAY y CALLAO AV.;2;-58.39303911;-34.59871111;PEATON-MOTO;PEATON;MOTO
2017-0062;1;2017-05-15;2017;5;15;16:00:00;AVENIDA;JUSTO, JUAN B. AV.;;SAN BLAS;True;JUSTO, JUAN B. AV. y SAN BLAS;10;-58.51262106;-34.63395999;MOTO-CARGAS;MOTO;CARGAS
2017-0063;1;2017-05-17;2017;5;17;10:13:00;AVENIDA;CHILE;;9 DE JULIO AV.;True;CHILE y 9 DE JULIO AV.;1;-58.38118367;-34.61646839;PEATON-PASAJEROS;PEATON;PASAJEROS
2017-0064;1;2017-05-20;2017;5;20;05:00:00;CALLE;MAIPU;;PERON, JUAN DOMINGO, TTE. GENERAL;True;MAIPU y PERON, JUAN DOMINGO, TTE. GENERAL;1;-58.37653284;-34.60582475;CARGAS-AUTO;CARGAS;AUTO
2017-0065;1;2017-05-22;2017;5;22;16:00:00;AVENIDA;SUAREZ AV.;;HERRERA;True;SUAREZ AV. y HERRERA;4;-58.37709334;-34.64035082;BICICLETA-CARGAS;BICICLETA;CARGAS
2017-0066;1;2017-05-22;2017;5;22;18:10:00;AVENIDA;SAN MARTIN AV.;;FRAGATA PRES. SARMIENTO;True;SAN MARTIN AV. y FRAGATA PRES. SARMIENTO;15;-58.46002142;-34.60409469;PEATON-PASAJEROS;PEATON;PASAJEROS
2017-0067;1;2017-05-23;2017;5;23;02:45:00;AVENIDA;DIRECTORIO AV.;;MORENO, JOSE MARIA AV.;True;DIRECTORIO AV. y MORENO, JOSE MARIA AV.;6;-58.4338197;-34.62801894;MOTO-CARGAS;MOTO;CARGAS
2017-0068;1;2017-05-27;2017;5;27;19:50:00;AVENIDA;RABANAL, FRANCISCO, INTENDENTE AV.;2950.0;;False;RABANAL, FRANCISCO, INTENDENTE AV. 2950;8;-58.43580656;-34.66437532;MOTO-OBJETO FIJO;MOTO;OBJETO FIJO
2017-0069;1;2017-05-24;2017;5;24;14:15:00;GRAL PAZ;PAZ, GRAL. AV.;;SCHMIDL, ULRICO;True;PAZ, GRAL. AV. y SCHMIDL, ULRICO;9;-58.52173071;-34.65997463;MOTO-SD;MOTO;
2017-0070;1;2017-05-30;2017;5;30;13:20:00;CALLE;NUEVA YORK;3696.0;;False;NUEVA YORK 3696;11;-58.50791763;-34.59804273;PEATON-AUTO;PEATON;AUTO
2017-0072;1;2017-06-03;2017;6;3;23:20:00;AVENIDA;DE LOS CONSTITUYENTES AV.;;VALLEJOS;True;DE LOS CONSTITUYENTES AV. y VALLEJOS;12;-58.49175088;-34.58226957;AUTO-AUTO;AUTO;AUTO
2017-0073;1;2017-06-04;2017;6;4;09:00:00;AVENIDA;CORRIENTES AV.;;ECUADOR;True;CORRIENTES AV. y ECUADOR;3;-58.40781467;-34.60425669;MOTO-AUTO;MOTO;AUTO
2017-0075;1;2017-06-12;2017;6;12;22:38:00;AVENIDA;DE MAYO AV.;;9 DE JULIO AV.;True;DE MAYO AV. y 9 DE JULIO AV.;1;-58.381542;-34.60906385;PEATON-MOTO;PEATON;MOTO
2017-0076;1;2017-06-13;2017;6;13;14:50:00;AVENIDA;CASTILLO, RAMON S., PRES. AV.;;CALLE 12 (NO OFICIAL);True;CASTILLO, RAMON S., PRES. AV. y CALLE 12 (NO OFICIAL);2;-58.38526125;-34.5780581;PEATON-CARGAS;PEATON;CARGAS
2017-0077;1;2017-06-17;2017;6;17;23:45:00;CALLE;FRAY JUSTO SANTAMARIA DE ORO;1930.0;;False;FRAY JUSTO SANTAMARIA DE ORO 1930;14;-58.42934104;-34.58451712;MOTO-CARGAS;MOTO;CARGAS
2017-0079;1;2017-06-19;2017;6;19;16:26:00;CALLE;MEXICO;;DEAN FUNES;True;MEXICO y DEAN FUNES;3;-58.40657493;-34.61781124;MOTO-CARGAS;MOTO;CARGAS
2017-0080;1;2017-06-22;2017;6;22;10:15:00;AVENIDA;ALBERDI, JUAN BAUTISTA AV.;;ESCALADA AV.;True;ALBERDI, JUAN BAUTISTA AV. y ESCALADA AV.;9;-58.49525314;-34.64487785;PEATON-CARGAS;PEATON;CARGAS
2017-0082;1;2017-06-25;2017;6;25;22:40:00;AVENIDA;ENTRE RIOS AV.;;BRASIL;True;ENTRE RIOS AV. y BRASIL;4;-58.39092851;-34.62932696;PEATON-AUTO;PEATON;AUTO
2017-0083;1;2017-07-04;2017;7;4;00:25:00;AVENIDA;ALBERDI, JUAN BAUTISTA AV.;;GUARDIA NACIONAL;True;ALBERDI, JUAN BAUTISTA AV. y GUARDIA NACIONAL;9;-58.49603546;-34.64564271;MOTO-CARGAS;MOTO;CARGAS
2017-0084;1;2017-07-05;2017;7;5;12:49:00;AVENIDA;DEL LIBERTADOR AV.;;RODRIGUEZ PE?A;True;DEL LIBERTADOR AV. y RODRIGUEZ PEÃ‘A;2;-58.38502878;-34.58703485;PEATON-PASAJEROS;PEATON;PASAJEROS
2017-0085;1;2017-07-07;2017;7;7;14:15:00;AVENIDA;TACUARI;;GARCIA, MARTIN AV.;True;TACUARI y GARCIA, MARTIN AV.;4;-58.37261143;-34.63150425;PEATON-PASAJEROS;PEATON;PASAJEROS
2017-0086;1;2017-07-09;2017;7;9;07:30:00;AVENIDA;RIVADAVIA AV.;;MURGUIONDO;True;RIVADAVIA AV. y MURGUIONDO;9;-58.51876802;-34.63905965;PEATON-MOTO;PEATON;MOTO
2017-0087;1;2017-07-10;2017;7;10;10:45:00;CALLE;24 DE NOVIEMBRE;390.0;;False;24 DE NOVIEMBRE 390;3;-58.41095567;-34.61516101;PEATON-AUTO;PEATON;AUTO
2017-0088;1;2017-07-10;2017;7;10;22:30:00;AVENIDA;PASEO COLON AV.;;BRASIL AV.;True;PASEO COLON AV. y BRASIL AV.;1;-58.36797542;-34.62519403;PEATON-PASAJEROS;PEATON;PASAJEROS
2017-0089;1;2017-07-13;2017;7;13;12:05:00;CALLE;LEGUIZAMON, MARTINIANO;901.0;;False;LEGUIZAMON, MARTINIANO 901;9;-58.51514709;-34.64787051;SD-AUTO;;AUTO
2017-0090;1;2017-07-15;2017;7;15;05:15:00;GRAL PAZ;CHIVILCOY AV.;;PAZ, GRAL. AV.;True;CHIVILCOY AV. y PAZ, GRAL. AV.;11;-58.51925642;-34.59171721;PEATON-AUTO;PEATON;AUTO
2017-0091;1;2017-07-15;2017;7;15;13:00:00;GRAL PAZ;SUPERI;;PAZ, GRAL. AV.;True;SUPERI y PAZ, GRAL. AV.;12;-58.48671535;-34.54321216;MOTO-SD;MOTO;
2017-0092;1;2017-07-24;2017;7;24;22:16:01;AUTOPISTA;AUTOPISTA 25 DE MAYO;;AUTOPISTA 1 SUR PRESIDENTE ARTURO FRONDIZI;True;AUTOPISTA 25 DE MAYO y AUTOPISTA 1 SUR PRESIDENTE ARTURO FRONDIZI;1;-58.38268809;-34.62282019;PEATON-AUTO;PEATON;AUTO
2017-0093;1;2017-07-25;2017;7;25;16:48:40;AUTOPISTA;LUGONES, LEOPOLDO AV.;;PUENTE DISTRIBUIDOR SCALABRINI ORTIZ;True;LUGONES, LEOPOLDO AV. y PUENTE DISTRIBUIDOR SCALABRINI ORTIZ;13;-58.43633522;-34.54966288;PEATON-AUTO;PEATON;AUTO
2017-0094;1;2017-07-27;2017;7;27;08:50:00;CALLE;HUGO, VICTOR;2639.0;;False;HUGO, VICTOR 2639;10;-58.52640838;-34.61765855;BICICLETA-CARGAS;BICICLETA;CARGAS
2017-0095;1;2017-08-06;2017;8;6;08:00:00;AVENIDA;CORDOBA AV.;;SALGUERO, JERONIMO;True;CORDOBA AV. y SALGUERO, JERONIMO;14;-58.41894306;-34.59778875;MOTO-AUTO;MOTO;AUTO
2017-0096;1;2017-08-07;2017;8;7;19:50:00;AVENIDA;CABILDO AV.;;NU?EZ;True;CABILDO AV. y NUÃ‘EZ;13;-58.46756026;-34.54972741;PEATON-PASAJEROS;PEATON;PASAJEROS
2017-0098;1;2017-08-08;2017;8;8;12:10:00;CALLE;BONIFACIO, JOSE;2114.0;;False;BONIFACIO, JOSE 2114;7;-58.45715752;-34.63132912;PEATON-AUTO;PEATON;AUTO
2017-0099;1;2017-08-17;2017;8;17;19:45:00;AVENIDA;FIGUEROA ALCORTA, PRES. AV.;5400.0;;False;FIGUEROA ALCORTA, PRES. AV. 5400;14;-58.42406784;-34.56213916;BICICLETA-AUTO;BICICLETA;AUTO
2017-0100;1;2017-08-21;2017;8;21;07:45:00;CALLE;REPUBLICA BOLIVARIANA DE VENEZUELA;2135.0;;False;REPUBLICA BOLIVARIANA DE VENEZUELA 2135;3;-58.3967447;-34.61512051;MOTO-OBJETO FIJO;MOTO;OBJETO FIJO
2017-0101;1;2017-08-23;2017;8;23;10:00:00;AVENIDA;LACROZE, FEDERICO AV.;;ZAPATA;True;LACROZE, FEDERICO AV. y ZAPATA;13;-58.44537508;-34.57084818;MULTIPLE;PEATON;MULTIPLE
2017-0102;1;2017-08-24;2017;8;24;01:10:00;AVENIDA;IRIARTE, GRAL. AV.;;ZAVALETA;True;IRIARTE, GRAL. AV. y ZAVALETA;4;-58.40056767;-34.6510708;PEATON-CARGAS;PEATON;CARGAS
2017-0104;1;2017-08-25;2017;8;25;09:00:00;AVENIDA;9 DE JULIO AV.;;ESTADOS UNIDOS;True;9 DE JULIO AV. y ESTADOS UNIDOS;1;-58.38109568;-34.61853244;PEATON-CARGAS;PEATON;CARGAS
2017-0106;1;2017-08-31;2017;8;31;19:50:00;CALLE;FRAY JUSTO SANTAMARIA DE ORO;;GUEMES;True;FRAY JUSTO SANTAMARIA DE ORO y GUEMES;14;-58.42533612;-34.58035258;PEATON-PASAJEROS;PEATON;PASAJEROS
2017-0107;1;2017-09-01;2017;9;1;11:30:00;AVENIDA;DEL LIBERTADOR AV.;;JARAMILLO;True;DEL LIBERTADOR AV. y JARAMILLO;13;-58.46062311;-34.54395182;MOTO-CARGAS;MOTO;CARGAS
2017-0108;2;2017-09-02;2017;9;2;04:53:08;GRAL PAZ;PAZ, GRAL. AV.;;MACHAIN;True;PAZ, GRAL. AV. y MACHAIN;12;-58.49491054;-34.54795581;AUTO-OBJETO FIJO;OBJETO FIJO;AUTO
2017-0109;1;2017-09-04;2017;9;4;21:00:00;AVENIDA;DIRECTORIO AV.;;PORTELA;True;DIRECTORIO AV. y PORTELA;7;-58.47130269;-34.63665402;MOTO-AUTO;MOTO;AUTO
2017-0110;1;2017-09-06;2017;9;6;14:15:00;AVENIDA;LAVALLE;;ALEM, LEANDRO N. AV.;True;LAVALLE y ALEM, LEANDRO N. AV.;1;-58.370488;-34.60189492;PEATON-PASAJEROS;PEATON;PASAJEROS
2017-0111;1;2017-09-07;2017;9;7;18:23:37;CALLE;USPALLATA;;PIROVANO;True;USPALLATA y PIROVANO;4;-58.42023854;-34.6423411;PEATON-CARGAS;PEATON;CARGAS
2017-0112;2;2017-09-10;2017;9;10;09:32:17;AUTOPISTA;AUTOPISTA 25 DE MAYO;;;False;AUTOPISTA 25 DE MAYO y VARELA AV.;7;-58.45807401;-34.6399743;AUTO-OBJETO FIJO;AUTO;OBJETO FIJO
2017-0113;1;2017-09-11;2017;9;11;06:30:00;AVENIDA;SANTA FE AV.;;MAIPU;True;SANTA FE AV. y MAIPU;1;-58.37697717;-34.59573848;PEATON-PASAJEROS;PEATON;PASAJEROS
2017-0114;1;2017-09-15;2017;9;15;02:30:00;AVENIDA;ALVEAR AV.;;DEL LIBERTADOR AV.;True;ALVEAR AV. y DEL LIBERTADOR AV.;2;-58.3910058;-34.5849866;AUTO-OBJETO FIJO;AUTO;OBJETO FIJO
2017-0115;1;2017-09-19;2017;9;19;18:52:33;AVENIDA;PAVON AV.;;TREINTA Y TRES ORIENTALES;True;PAVON AV. y TREINTA Y TRES ORIENTALES;5;-58.42182126;-34.63089661;MOTO-BICICLETA;MOTO;BICICLETA
2017-0116;1;2017-09-20;2017;9;20;22:24:00;GRAL PAZ;PAZ, GRAL. AV.;5750.0;;False;PAZ, GRAL. AV. 5750;12;-58.51389422;-34.58075791;MOTO-OBJETO FIJO;MOTO;OBJETO FIJO
2017-0118;1;2017-09-22;2017;9;22;07:02:09;AVENIDA;VIEYTES;;CRUZ, OSVALDO AV.;True;VIEYTES y CRUZ, OSVALDO AV.;4;-58.37585415;-34.65232158;MOTO-AUTO;MOTO;AUTO
2017-0120;1;2017-10-02;2017;10;2;15:55:33;AUTOPISTA;AUTOPISTA DELLEPIANE LUIS TTE. GRAL.;;ESCALADA AV.;True;AUTOPISTA DELLEPIANE LUIS TTE. GRAL. y ESCALADA AV.;9;-58.47297505;-34.66245085;MOTO-CARGAS;MOTO;CARGAS
2017-0123;1;2017-10-10;2017;10;10;01:05:38;AVENIDA;ALBARI?O;;ARGENTINA AV.;True;ALBARIÃ‘O y ARGENTINA AV.;8;-58.46855503;-34.67216349;PEATON-AUTO;PEATON;AUTO
2017-0124;1;2017-10-12;2017;10;12;14:40:28;CALLE;RAMIREZ DE VELASCO, JUAN;1211.0;;False;RAMIREZ DE VELASCO, JUAN 1211;15;-58.44254033;-34.59185043;MOTO-PASAJEROS;MOTO;PASAJEROS
2017-0125;1;2017-10-13;2017;10;13;06:12:20;AVENIDA;FERNANDEZ DE LA CRUZ, F., GRAL. AV.;;LARRAYA;True;FERNANDEZ DE LA CRUZ, F., GRAL. AV. y LARRAYA;8;-58.46622247;-34.67926929;MOTO-OBJETO FIJO;MOTO;OBJETO FIJO
2017-0126;2;2017-10-14;2017;10;14;06:15:00;AVENIDA;RIESTRA AV.;;CA?ADA DE GOMEZ;True;RIESTRA AV. y CAÃ‘ADA DE GOMEZ;8;-58.48003734;-34.68148508;AUTO-OBJETO FIJO;AUTO;OBJETO FIJO
2017-0127;1;2017-10-16;2017;10;16;07:45:00;AVENIDA;GALLO;;CORDOBA AV.;True;GALLO y CORDOBA AV.;2;-58.41192137;-34.59800248;MOTO-MOTO;MOTO;MOTO
2017-0128;1;2017-10-17;2017;10;17;12:30:00;CALLE;ARANGUREN, JUAN F., DR.;611.0;;False;ARANGUREN, JUAN F., DR. 611;6;-58.44034689;-34.61349731;PEATON-PASAJEROS;PEATON;PASAJEROS
2017-0129;1;2017-10-26;2017;10;26;19:15:15;AUTOPISTA;AUTOPISTA PERITO MORENO;;AUTOPISTA 25 DE MAYO;True;AUTOPISTA PERITO MORENO y AUTOPISTA 25 DE MAYO;9;-58.47155277;-34.64925746;MOTO-PASAJEROS;MOTO;PASAJEROS
