ID;N_VICTIMAS;FECHA;AAAA;MM;DD;HORA;TIPO_DE_CALLE;Calle;Altura;Cruce;cruce_r;Dirección Normalizada;COMUNA;longitud;latitud;PARTICIPANTES;VICTIMA;ACUSADO
2016-0031;1;2016-03-08;2016;3;8;12:30:00;GRAL PAZ;PAZ, GRAL. AV.;;ROCA, CNEL. AV.;True;PAZ, GRAL. AV. y ROCA, CNEL. AV.;8;-58.47064556;-34.69843756;MOTO-PASAJEROS;MOTO;PASAJEROS
2016-0034;1;2016-03-12;2016;3;12;12:30:00;AVENIDA;ALCORTA, AMANCIO AV.;;BONAVENA, OSCAR NATALIO;True;ALCORTA, AMANCIO AV. y BONAVENA, OSCAR NATALIO;4;-58.40623949;-34.65076549;PEATON-PASAJEROS;PEATON;PASAJEROS
2016-0035;1;2016-03-13;2016;3;13;06:00:00;AVENIDA;CORRIENTES AV.;;CALLAO AV.;True;CORRIENTES AV. y CALLAO AV.;3;-58.39228965;-34.60443527;MOTO-PASAJEROS;MOTO;PASAJEROS
2016-0036;1;2016-03-14;2016;3;14;00:15:00;CALLE;HERRERA;;VALLE, ARISTOBULO DEL;True;HERRERA y VALLE, ARISTOBULO DEL;4;-58.37813396;-34.63668504;MOTO-PASAJEROS;MOTO;PASAJEROS
2016-0037;1;2016-03-19;2016;3;19;11:00:00;AVENIDA;LAFUENTE AV.;;QUIRNO;True;LAFUENTE AV. y QUIRNO;7;-58.46275892;-34.64358293;MOTO-MOTO;MOTO;MOTO
2016-0038;1;2016-03-21;2016;3;21;08:06:00;GRAL PAZ;PAZ, GRAL. AV.;;ZUVIRIA;True;PAZ, GRAL. AV. y ZUVIRIA;8;-58.49683458;-34.67892743;PEATON-PASAJEROS;PEATON;PASAJEROS
2016-0039;1;2016-03-23;2016;3;23;01:50:00;AVENIDA;MITRE, BARTOLOME;;PUEYRREDON AV.;True;MITRE, BARTOLOME y PUEYRREDON AV.;3;-58.40603217;-34.6088396;MOTO-PASAJEROS;MOTO;PASAJEROS
2016-0041;2;2016-03-29;2016;3;29;11:00:00;AVENIDA;DIRECTORIO AV.;;RIVERA INDARTE AV.;True;DIRECTORIO AV. y RIVERA INDARTE AV.;7;-58.4607655;-34.63350444;MOTO-CARGAS;MOTO;CARGAS
2016-0043;1;2016-03-30;2016;3;30;18:15:00;AVENIDA;DELLEPIANE, LUIS, TTE. GRAL.;;MURGUIONDO;True;DELLEPIANE, LUIS, TTE. GRAL. y MURGUIONDO;8;-58.47832463;-34.67494416;PEATON-CARGAS;PEATON;CARGAS
2016-0044;1;2016-03-31;2016;3;31;19:40:00;AVENIDA;MORENO, JOSE MARIA AV.;;BALBASTRO;True;MORENO, JOSE MARIA AV. y BALBASTRO;7;-58.43213235;-34.63693953;MULTIPLE;MOTO;MULTIPLE
2016-0045;1;2016-04-11;2016;4;11;10:25:00;GRAL PAZ;PAZ, GRAL. AV.;;DEL LIBERTADOR AV.;True;PAZ, GRAL. AV. y DEL LIBERTADOR AV.;13;-58.46743471;-34.53476874;MOTO-SD;MOTO;
2016-0047;1;2016-04-15;2016;4;15;05:30:00;CALLE;LIMA;1483.0;;False;LIMA 1483;1;-58.38247061;-34.62571878;PEATON-PASAJEROS;PEATON;PASAJEROS
2016-0048;1;2016-04-15;2016;4;15;17:40:00;AVENIDA;CORRIENTES AV.;;DORREGO AV.;True;CORRIENTES AV. y DORREGO AV.;15;-58.44759966;-34.5917024;PEATON-PASAJEROS;PEATON;PASAJEROS
2016-0050;1;2016-04-19;2016;4;19;09:50:00;AVENIDA;GORDILLO, TIMOTEO;;FERNANDEZ DE LA CRUZ, F., GRAL. AV.;True;GORDILLO, TIMOTEO y FERNANDEZ DE LA CRUZ, F., GRAL. AV.;8;-58.47305463;-34.68550712;PEATON-PASAJEROS;PEATON;PASAJEROS
2016-0051;1;2016-04-20;2016;4;20;04:00:00;AVENIDA;ALCORTA, AMANCIO AV.;;BONAVENA, OSCAR NATALIO;True;ALCORTA, AMANCIO AV. y BONAVENA, OSCAR NATALIO;4;-58.40623949;-34.65076549;MOTO-CARGAS;MOTO;CARGAS
2016-0052;1;2016-04-20;2016;4;20;20:00:00;AUTOPISTA;LUGONES, LEOPOLDO AV.;;;False;;13;;;MOTO-SD;MOTO;
2016-0053;1;2016-04-22;2016;4;22;09:30:00;AVENIDA;TRIUNVIRATO AV.;;OLAZABAL AV.;True;TRIUNVIRATO AV. y OLAZABAL AV.;12;-58.4842918;-34.57558053;PEATON-PASAJEROS;PEATON;PASAJEROS
2016-0054;1;2016-04-23;2016;4;23;21:00:00;AUTOPISTA;AUTOPISTA DELLEPIANE LUIS TTE. GRAL.;;PAZ, GRAL. AV.;True;AUTOPISTA DELLEPIANE LUIS TTE. GRAL. y PAZ, GRAL. AV.;8;-58.48695354;-34.68795245;MOTO-MOTO;MOTO;MOTO
2016-0055;1;2016-04-25;2016;4;25;20:30:00;AVENIDA;CASTILLA, RAMON, MARISCAL;;FIGUEROA ALCORTA, PRES. AV.;True;CASTILLA, RAMON, MARISCAL y FIGUEROA ALCORTA, PRES. AV.;14;-58.40021959;-34.57964781;PEATON-CARGAS;PEATON;CARGAS
2016-0056;1;2016-04-26;2016;4;26;04:45:00;AVENIDA;CAMPOS, LUIS M. AV.;30.0;;False;CAMPOS, LUIS M. AV. 30;14;-58.42957885;-34.57660058;MOTO-OBJETO FIJO;MOTO;OBJETO FIJO
2016-0058;1;2016-05-04;2016;5;4;14:00:00;CALLE;LIMA;1471.0;;False;LIMA 1471;1;-58.38247542;-34.62556293;PEATON-MOTO;PEATON;MOTO
2016-0059;1;2016-05-08;2016;5;8;16:30:00;CALLE;CIUDADELA;;LIMA;True;CIUDADELA y LIMA;1;-58.38222219;-34.62728101;PEATON-PASAJEROS;PEATON;PASAJEROS
2016-0064;1;2016-05-14;2016;5;14;18:11:00;AVENIDA;JUSTO, JUAN B. AV.;;CARRASCO AV.;True;JUSTO, JUAN B. AV. y CARRASCO AV.;10;-58.49485242;-34.62953445;PEATON-PASAJEROS;PEATON;PASAJEROS
2016-0065;1;2016-05-20;2016;5;20;14:40:00;AVENIDA;GAONA AV.;;ESPINOSA;True;GAONA AV. y ESPINOSA;6;-58.45227946;-34.61068024;PEATON-AUTO;PEATON;AUTO
2016-0067;1;2016-05-21;2016;5;21;17:00:00;AVENIDA;DE LA TORRE, LISANDRO;;SARAZA;True;DE LA TORRE, LISANDRO y SARAZA;8;-58.48455411;-34.6751276;MOTO-PASAJEROS;MOTO;PASAJEROS
2016-0068;1;2016-05-22;2016;5;22;22:00:00;AVENIDA;FIGUEROA ALCORTA, PRES. AV.;;PUEYRREDON AV.;True;FIGUEROA ALCORTA, PRES. AV. y PUEYRREDON AV.;2;-58.39056593;-34.58418569;MOTO-PASAJEROS;MOTO;PASAJEROS
2016-0069;1;2016-05-23;2016;5;23;03:30:00;AVENIDA;ENTRE RIOS AV.;;FILIBERTO;True;ENTRE RIOS AV. y FILIBERTO;3;-58.39118948;-34.62704273;AUTO-CARGAS;AUTO;CARGAS
2016-0073;1;2016-06-11;2016;6;11;15:00:00;CALLE;MAGARI?OS CERVANTES, A.;3900.0;;False;MAGARIÃ‘OS CERVANTES, A. 3900;10;-58.49021952;-34.62025108;MOTO-CARGAS;MOTO;CARGAS
2016-0074;1;2016-06-12;2016;6;12;06:40:00;GRAL PAZ;PAZ, GRAL. AV.;;SCAPINO, RODOLFO;True;PAZ, GRAL. AV. y SCAPINO, RODOLFO;8;-58.49896559;-34.67732118;AUTO-AUTO;AUTO;AUTO
2016-0075;1;2016-06-12;2016;6;12;23:13:00;AUTOPISTA;AUTOPISTA DELLEPIANE LUIS TTE. GRAL.;;MIRALLA;True;AUTOPISTA DELLEPIANE LUIS TTE. GRAL. y MIRALLA;8;-58.47461076;-34.66874679;PEATON-AUTO;PEATON;AUTO
2016-0076;1;2016-06-13;2016;6;13;16:20:00;AVENIDA;SAN MARTIN AV.;;CAMARONES;True;SAN MARTIN AV. y CAMARONES;15;-58.46210891;-34.60356211;PEATON-PASAJEROS;PEATON;PASAJEROS
2016-0077;1;2016-06-13;2016;6;13;21:52:00;AVENIDA;PERON, JUAN DOMINGO, TTE. GENERAL;;ALEM, LEANDRO N. AV.;True;PERON, JUAN DOMINGO, TTE. GENERAL y ALEM, LEANDRO N. AV.;1;-58.3702777;-34.60536123;PEATON-PASAJEROS;PEATON;PASAJEROS
2016-0078;1;2016-06-13;2016;6;13;23:01:00;AVENIDA;BELGRANO AV.;;JUJUY AV.;True;BELGRANO AV. y JUJUY AV.;3;-58.40491455;-34.6146383;MOTO-MOTO;MOTO;MOTO
2016-0079;1;2016-06-16;2016;6;16;17:13:00;AVENIDA;DEL LIBERTADOR AV.;;UDAONDO, GUILLERMO AV.;True;DEL LIBERTADOR AV. y UDAONDO, GUILLERMO AV.;13;-58.45504154;-34.54864492;AUTO-AUTO;AUTO;AUTO
2016-0080;1;2016-06-18;2016;6;18;06:42:00;GRAL PAZ;PAZ, GRAL. AV.;;RIVADAVIA AV.;True;PAZ, GRAL. AV. y RIVADAVIA AV.;9;-58.52927982;-34.63931752;AUTO-SD;AUTO;
2016-0081;1;2016-06-22;2016;6;22;07:42:00;AVENIDA;LARRALDE, CRISOLOGO AV.;;MACHAIN;True;LARRALDE, CRISOLOGO AV. y MACHAIN;12;-58.4872106;-34.55904606;MOTO-AUTO;MOTO;AUTO
2016-0082;1;2016-06-27;2016;6;27;18:24:00;AVENIDA;LA PLATA AV.;2384.0;;False;LA PLATA AV. 2384;4;-58.42273092;-34.64228803;PEATON-AUTO;PEATON;AUTO
2016-0083;1;2016-06-28;2016;6;28;20:46:00;AVENIDA;ALBERDI, JUAN BAUTISTA AV.;;PUAN;True;ALBERDI, JUAN BAUTISTA AV. y PUAN;6;-58.44788671;-34.62539009;PEATON-MOTO;PEATON;MOTO
2016-0084;1;2016-06-29;2016;6;29;22:00:00;CALLE;PELLEGRINI, CARLOS;;TUCUMAN;True;PELLEGRINI, CARLOS y TUCUMAN;1;-58.38110563;-34.60135531;PEATON-PASAJEROS;PEATON;PASAJEROS
2016-0085;1;2016-06-29;2016;6;29;22:00:00;AVENIDA;RABANAL, FRANCISCO, INTENDENTE AV.;;EREZCANO;True;RABANAL, FRANCISCO, INTENDENTE AV. y EREZCANO;4;-58.42378834;-34.657341;MOTO-MOVIL;MOTO;OTRO
2016-0086;1;2016-06-30;2016;6;30;16:10:00;AVENIDA;OLIVERA AV.;;FALCON, RAMON L.,CNEL.;True;OLIVERA AV. y FALCON, RAMON L.,CNEL.;10;-58.48727942;-34.63652467;PEATON-PASAJEROS;PEATON;PASAJEROS
2016-0087;1;2016-07-03;2016;7;3;00:10:00;AUTOPISTA;AUTOPISTA 1 SUR PRESIDENTE ARTURO FRONDIZI;;;False;AUTOPISTA 1 SUR PRESIDENTE ARTURO FRONDIZI y CASEROS AV.;1;-58.37864583;-34.62907067;MOTO-OBJETO FIJO;MOTO;OBJETO FIJO
2016-0088;1;2016-07-11;2016;7;11;15:30:00;CALLE;CERETTI;;NU?EZ;True;CERETTI y NUÃ‘EZ;12;-58.5015175;-34.56767549;PEATON-AUTO;PEATON;AUTO
2016-0089;1;2016-07-14;2016;7;14;06:40:00;AUTOPISTA;LUGONES, LEOPOLDO AV.;;LA PAMPA;True;LUGONES, LEOPOLDO AV. y LA PAMPA;13;-58.43233425;-34.55185825;PEATON-AUTO;PEATON;AUTO
2016-0090;1;2016-07-14;2016;7;14;22:00:00;AVENIDA;SALGUERO, JERONIMO;;RIVADAVIA AV.;True;SALGUERO, JERONIMO y RIVADAVIA AV.;5;-58.41971993;-34.6111224;PEATON-PASAJEROS;PEATON;PASAJEROS
2016-0092;1;2016-07-15;2016;7;15;11:00:00;GRAL PAZ;PAZ, GRAL. AV.;;DEL LIBERTADOR AV.;True;PAZ, GRAL. AV. y DEL LIBERTADOR AV.;13;-58.46743471;-34.53476874;MOTO-CARGAS;MOTO;CARGAS
2016-0093;1;2016-07-17;2016;7;17;03:30:00;AVENIDA;ALBERDI, JUAN BAUTISTA AV.;;MITRE, EMILIO;True;ALBERDI, JUAN BAUTISTA AV. y MITRE, EMILIO;6;-58.44362126;-34.62301748;AUTO-AUTO;AUTO;AUTO
2016-0095;1;2016-07-23;2016;7;23;06:12:00;AVENIDA;MERCEDES;;MOSCONI GENERAL AV.;True;MERCEDES y MOSCONI GENERAL AV.;11;-58.51713095;-34.59546519;MOTO-AUTO;MOTO;AUTO
2016-0096;1;2016-07-25;2016;7;25;07:00:00;AUTOPISTA;AUTOPISTA DELLEPIANE LUIS TTE. GRAL.;;;False;AUTOPISTA DELLEPIANE LUIS TTE. GRAL.;8;-58.47433193007387;-34.66684950051973;MOTO-CARGAS;MOTO;CARGAS
2016-0097;1;2016-07-26;2016;7;26;18:45:00;CALLE;SOLIS;;MEXICO;True;SOLIS y MEXICO;1;-58.39038605;-34.6156281;PEATON-AUTO;PEATON;AUTO
2016-0098;1;2016-07-27;2016;7;27;16:08:00;AVENIDA;SAN JUAN AV.;;ALBERTI;True;SAN JUAN AV. y ALBERTI;3;-58.40042405;-34.62356174;MOTO-CARGAS;MOTO;CARGAS
2016-0099;1;2016-07-29;2016;7;29;16:00:00;GRAL PAZ;MOSCONI GENERAL AV.;;PAZ, GRAL. AV.;True;MOSCONI GENERAL AV. y PAZ, GRAL. AV.;11;-58.52340614;-34.59798754;CARGAS-CARGAS;CARGAS;CARGAS
2016-0100;1;2016-08-03;2016;8;3;23:27:00;GRAL PAZ;PAZ, GRAL. AV.;;DONADO;True;PAZ, GRAL. AV. y DONADO;12;-58.49491054;-34.54795581;MOTO-OBJETO FIJO;MOTO;OBJETO FIJO
2016-0102;1;2016-08-10;2016;8;10;23:37:00;AVENIDA;PERON, EVA AV.;;SUAREZ, JOSE LEON;True;PERON, EVA AV. y SUAREZ, JOSE LEON;9;-58.50011639;-34.67316502;MOTO-CARGAS;MOTO;CARGAS
2016-0104;1;2016-08-14;2016;8;14;21:15:00;AVENIDA;ZINNY;;SANTIAGO DE COMPOSTELA AV.;True;ZINNY y SANTIAGO DE COMPOSTELA AV.;9;-58.46635001;-34.65624369;MOTO-PASAJEROS;MOTO;PASAJEROS
2016-0105;1;2016-08-17;2016;8;17;00:05:00;AVENIDA;LACROZE, FEDERICO AV.;;FRAGA;True;LACROZE, FEDERICO AV. y FRAGA;15;-58.45343236;-34.58435809;PEATON-PASAJEROS;PEATON;PASAJEROS
2016-0106;1;2016-08-19;2016;8;19;21:02:00;AVENIDA;PELLEGRINI, CARLOS;;DEL LIBERTADOR AV.;True;PELLEGRINI, CARLOS y DEL LIBERTADOR AV.;1;-58.38090932;-34.58927731;PEATON-PASAJEROS;PEATON;PASAJEROS
2016-0107;1;2016-08-20;2016;8;20;08:22:00;AUTOPISTA;AUTOPISTA 1 SUR PRESIDENTE ARTURO FRONDIZI;;;False;AUTOPISTA 1 SUR PRESIDENTE ARTURO FRONDIZI y DON PEDRO DE MENDOZA AV.;4;-58.37157668;-34.65429986;MOTO-AUTO;MOTO;AUTO
2016-0109;1;2016-08-24;2016;8;24;05:45:00;AUTOPISTA;AUTOPISTA PERITO MORENO;;BARRAGAN;True;AUTOPISTA PERITO MORENO y BARRAGAN;9;-58.52280139;-34.63659934;AUTO-OBJETO FIJO;AUTO;OBJETO FIJO
2016-0110;1;2016-08-24;2016;8;24;20:21:00;AVENIDA;ALBERDI, JUAN BAUTISTA AV.;;CARHUE;True;ALBERDI, JUAN BAUTISTA AV. y CARHUE;9;-58.51232237;-34.6590353;PEATON-SD;PEATON;
2016-0111;1;2016-08-25;2016;8;25;09:30:00;AUTOPISTA;LUGONES;;LA PAMPA;True;LUGONES y LA PAMPA;15;-58.47461905;-34.57663634;MOTO-CARGAS;MOTO;CARGAS
2016-0112;1;2016-08-27;2016;8;27;04:40:00;AUTOPISTA;AUTOPISTA 25 DE MAYO;;AUTOPISTA 1 SUR PRESIDENTE ARTURO FRONDIZI;True;AUTOPISTA 25 DE MAYO y AUTOPISTA 1 SUR PRESIDENTE ARTURO FRONDIZI;1;-58.38268809;-34.62282019;MOTO-OBJETO FIJO;MOTO;OBJETO FIJO
2016-0113;1;2016-08-27;2016;8;27;16:45:00;AVENIDA;ALBERDI, JUAN BAUTISTA AV.;;GUARDIA NACIONAL;True;ALBERDI, JUAN BAUTISTA AV. y GUARDIA NACIONAL;9;-58.49603546;-34.64564271;PEATON-PASAJEROS;PEATON;PASAJEROS
2016-0114;1;2016-08-31;2016;8;31;11:20:00;CALLE;SALGUERO, JERONIMO;1410.0;;False;SALGUERO, JERONIMO 1410;14;-58.41848605;-34.59394733;BICICLETA-CARGAS;BICICLETA;CARGAS
2016-0115;1;2016-09-02;2016;9;2;11:50:00;CALLE;ARIAS;;TRONADOR;True;ARIAS y TRONADOR;12;-58.48935041;-34.54917673;SD-CARGAS;;CARGAS
2016-0116;1;2016-09-02;2016;9;2;20:20:00;AVENIDA;27 DE FEBRERO AV.;;ESCALADA AV.;True;27 DE FEBRERO AV. y ESCALADA AV.;8;-58.44451316;-34.68475866;MOTO-AUTO;MOTO;AUTO
2016-0117;1;2016-09-03;2016;9;3;15:30:00;AVENIDA;DEL LIBERTADOR AV.;;TAGLE;True;DEL LIBERTADOR AV. y TAGLE;14;-58.39936478;-34.58271474;AUTO-AUTO;AUTO;AUTO
2016-0118;1;2016-09-04;2016;9;4;03:30:00;AUTOPISTA;AUTOPISTA 1 SUR PRESIDENTE ARTURO FRONDIZI;;;False;AUTOPISTA 1 SUR PRESIDENTE ARTURO FRONDIZI KM. 2.9;1;-58.37936704;-34.62694503;AUTO-AUTO;AUTO;AUTO
2016-0122;1;2016-09-13;2016;9;13;07:10:00;AVENIDA;PERON, EVA AV.;4233.0;;False;PERON, EVA AV. 4233;9;-58.47256391;-34.65194557;BICICLETA-PASAJEROS;BICICLETA;PASAJEROS
2016-0123;1;2016-09-14;2016;9;14;09:00:00;AVENIDA;ASAMBLEA AV.;;BONORINO, ESTEBAN, CNEL. AV.;True;ASAMBLEA AV. y BONORINO, ESTEBAN, CNEL. AV.;7;-58.45130953;-34.64053676;MOTO-AUTO;MOTO;AUTO
2016-0124;1;2016-09-16;2016;9;16;15:24:00;AVENIDA;RIVADAVIA AV.;;RIVERA INDARTE AV.;True;RIVADAVIA AV. y RIVERA INDARTE AV.;7;-58.46271207;-34.62884871;PEATON-PASAJEROS;PEATON;PASAJEROS
2016-0125;1;2016-09-17;2016;9;17;12:14:00;AUTOPISTA;AUTOPISTA PERITO MORENO;;ALBERDI, JUAN BAUTISTA AV.;True;AUTOPISTA PERITO MORENO y ALBERDI, JUAN BAUTISTA AV.;10;-58.49020869;-34.64243791;MOTO-MOTO;MOTO;MOTO
2016-0126;2;2016-09-18;2016;9;18;22:45:00;CALLE;IRIGOYEN;;TINOGASTA;True;IRIGOYEN y TINOGASTA;10;-58.52572109;-34.62125906;AUTO-CARGAS;AUTO;CARGAS
2016-0127;1;2016-09-24;2016;9;24;10:25:00;AVENIDA;ACOSTA, MARIANO;;ROCA, CNEL. AV.;True;ACOSTA, MARIANO y ROCA, CNEL. AV.;8;-58.44094791;-34.66677111;PEATON-PASAJEROS;PEATON;PASAJEROS
2016-0128;1;2016-10-02;2016;10;2;11:30:00;AVENIDA;CASTRO;;PAVON AV.;True;CASTRO y PAVON AV.;5;-58.41914024;-34.6305389;PEATON-PASAJEROS;PEATON;PASAJEROS
2016-0130;1;2016-10-04;2016;10;4;12:30:00;AUTOPISTA;AUTOPISTA 1 SUR PRESIDENTE ARTURO FRONDIZI;;;False;AUTOPISTA 1 SUR PRESIDENTE ARTURO FRONDIZI y BRASIL;1;-58.37910942;-34.62764717;MOTO-CARGAS;MOTO;CARGAS
2016-0131;1;2016-10-09;2016;10;9;19:13:00;CALLE;MIRAVE;3500.0;;False;MIRAVE 3500;4;-58.39871183;-34.64539318;PEATON-AUTO;PEATON;AUTO
2016-0132;1;2016-10-10;2016;10;10;02:30:00;AVENIDA;SAN JUAN AV.;;24 DE NOVIEMBRE;True;SAN JUAN AV. y 24 DE NOVIEMBRE;3;-58.41036975;-34.62477021;AUTO-PASAJEROS;AUTO;PASAJEROS
2016-0133;1;2016-10-14;2016;10;14;00:05:00;AVENIDA;LAS HERAS GENERAL AV.;;SANCHEZ DE BUSTAMANTE;True;LAS HERAS GENERAL AV. y SANCHEZ DE BUSTAMANTE;14;-58.40204698;-34.5834269;MOTO-AUTO;MOTO;AUTO
2016-0134;1;2016-10-23;2016;10;23;05:00:00;AVENIDA;PIEDRA BUENA AV.;;2 DE ABRIL DE 1982;True;PIEDRA BUENA AV. y 2 DE ABRIL DE 1982;8;-58.48935287;-34.67648597;MOTO-OBJETO FIJO;MOTO;OBJETO FIJO
2016-0135;1;2016-10-24;2016;10;24;05:00:00;AVENIDA;FIGUEROA ALCORTA, PRES. AV.;;PINEDO, INT.;True;FIGUEROA ALCORTA, PRES. AV. y PINEDO, INT.;14;-58.42260225;-34.56403694;PEATON-SD;PEATON;
2016-0136;1;2016-10-25;2016;10;25;00:00:00;AUTOPISTA;AUTOPISTA BUENOS AIRES - LA PLATA;;;False;;4;;;MOTO-CARGAS;MOTO;CARGAS
2016-0137;1;2016-10-25;2016;10;25;00:39:00;AVENIDA;SAN MARTIN AV.;;LADINES;True;SAN MARTIN AV. y LADINES;11;-58.51537091;-34.59035925;MOTO-MOTO;MOTO;MOTO
2016-0138;1;2016-10-27;2016;10;27;20:30:00;AVENIDA;CABILDO AV.;;BLANCO ENCALADA;True;CABILDO AV. y BLANCO ENCALADA;13;-58.4590967;-34.55922742;BICICLETA-CARGAS;BICICLETA;CARGAS
2016-0139;1;2016-10-28;2016;10;28;23:00:00;AVENIDA;FIGUEROA ALCORTA, PRES. AV.;;DORREGO AV.;True;FIGUEROA ALCORTA, PRES. AV. y DORREGO AV.;14;-58.42008769;-34.56539579;MOTO-MOTO;MOTO;MOTO
2016-0140;1;2016-10-31;2016;10;31;02:58:00;AVENIDA;JURAMENTO AV.;;VUELTA DE OBLIGADO;True;JURAMENTO AV. y VUELTA DE OBLIGADO;13;-58.45566399;-34.56147293;PASAJEROS-PASAJEROS;PASAJEROS;PASAJEROS
2016-0142;1;2016-11-05;2016;11;5;23:30:00;AVENIDA;DEL LIBERTADOR AV.;;RAMOS MEJIA, JOSE MARIA, DR. AV.;True;DEL LIBERTADOR AV. y RAMOS MEJIA, JOSE MARIA, DR. AV.;1;-58.37533517;-34.59276462;MOTO-PASAJEROS;MOTO;PASAJEROS
2016-0143;1;2016-11-06;2016;11;6;04:41:00;AVENIDA;27 DE FEBRERO AV.;;ESCALADA AV.;True;27 DE FEBRERO AV. y ESCALADA AV.;8;-58.44451316;-34.68475866;MOTO-SD;MOTO;
2016-0144;1;2016-11-07;2016;11;7;12:10:00;AVENIDA;BROWN, ALTE. AV.;984.0;;False;BROWN, ALTE. AV. 984;4;-58.35975012;-34.63343907;PEATON-PASAJEROS;PEATON;PASAJEROS
2016-0145;1;2016-11-07;2016;11;7;20:56:00;AVENIDA;DEL LIBERTADOR AV.;;LA PAMPA;True;DEL LIBERTADOR AV. y LA PAMPA;13;-58.44523595;-34.55953855;MOTO-AUTO;MOTO;AUTO
2016-0146;1;2016-11-09;2016;11;9;20:00:00;AVENIDA;PICHINCHA AV.;;BRASIL;True;PICHINCHA AV. y BRASIL;4;-58.39626094;-34.63036565;PEATON-PASAJEROS;PEATON;PASAJEROS
2016-0147;1;2016-11-16;2016;11;16;21:15:00;AVENIDA;INDEPENDENCIA AV.;;CEVALLOS, VIRREY;True;INDEPENDENCIA AV. y CEVALLOS, VIRREY;1;-58.38896772;-34.61799615;MOVIL-PASAJEROS;MOVIL;PASAJEROS
2016-0148;1;2016-11-16;2016;11;16;22:20:00;AVENIDA;GARMENDIA AV.;4895.0;;False;GARMENDIA AV. 4895;15;-58.46536113;-34.59484504;MOTO-MOTO;MOTO;MOTO
2016-0150;1;2016-11-18;2016;11;18;18:20:00;AVENIDA;ALCORTA, AMANCIO AV.;;TABORDA, DIOGENES;True;ALCORTA, AMANCIO AV. y TABORDA, DIOGENES;4;-58.40879146;-34.65273216;CARGAS-CARGAS;CARGAS;CARGAS
2016-0152;1;2016-11-23;2016;11;23;21:10:00;AVENIDA;MORENO, PERITO AV.;;ZUVIRIA;True;MORENO, PERITO AV. y ZUVIRIA;7;-58.46451841;-34.64991946;MOTO-AUTO;MOTO;AUTO
2016-0153;1;2016-11-25;2016;11;25;15:42:00;AVENIDA;ARAOZ;;CORDOBA AV.;True;ARAOZ y CORDOBA AV.;15;-58.4291709;-34.59485488;PEATON-MOTO;PEATON;MOTO
2016-0154;1;2016-11-26;2016;11;26;14:14:00;GRAL PAZ;PAZ, GRAL. AV.;15200.0;;False;PAZ, GRAL. AV. 15200;8;-58.49007772;-34.68251141;MOTO-MOTO;MOTO;MOTO
2016-0155;1;2016-11-26;2016;11;26;16:50:00;CALLE;MADERO;900.0;;False;MADERO 900;10;-58.52756365;-34.62772274;PEATON-AUTO;PEATON;AUTO
2016-0156;1;2016-11-26;2016;11;26;19:40:00;AVENIDA;INDEPENDENCIA AV.;;DEAN FUNES;True;INDEPENDENCIA AV. y DEAN FUNES;3;-58.40638983;-34.61943202;MOTO-PASAJEROS;MOTO;PASAJEROS
2016-0157;1;2016-12-03;2016;12;3;06:40:00;AVENIDA;JUSTO, JUAN B. AV.;5645.0;;False;JUSTO, JUAN B. AV. 5645;11;-58.47576807;-34.61740997;MOTO-MOTO;MOTO;MOTO
2016-0159;1;2016-12-04;2016;12;4;07:21:00;AVENIDA;27 DE FEBRERO AV.;;ESCALADA AV.;True;27 DE FEBRERO AV. y ESCALADA AV.;8;-58.44451316;-34.68475866;AUTO-SD;AUTO;
2016-0160;1;2016-12-06;2016;12;6;05:30:00;AUTOPISTA;AUTOPISTA PERITO MORENO;;;False;AUTOPISTA PERITO MORENO (ALTURA VELEZ SARSFIELD);9;-58.51927194;-34.63635787;CARGAS-OBJETO FIJO;CARGAS;OBJETO FIJO
2016-0161;1;2016-12-06;2016;12;6;07:22:00;AVENIDA;SANTA FE AV.;;GODOY CRUZ;True;SANTA FE AV. y GODOY CRUZ;14;-58.42525456;-34.57866344;PEATON-PASAJEROS;PEATON;PASAJEROS
2016-0162;1;2016-12-07;2016;12;7;05:00:00;AVENIDA;LACROZE, FEDERICO AV.;;FOREST AV.;True;LACROZE, FEDERICO AV. y FOREST AV.;15;-58.45396573;-34.58518167;PEATON-AUTO;PEATON;AUTO
2016-0163;1;2016-12-10;2016;12;10;07:30:00;GRAL PAZ;PAZ, GRAL. AV.;;MOSCONI GENERAL AV.;True;PAZ, GRAL. AV. y MOSCONI GENERAL AV.;11;-58.52340614;-34.59798754;MOTO-AUTO;MOTO;AUTO
2016-0164;1;2016-12-11;2016;12;11;06:16:00;AVENIDA;LA PLATA AV.;;POMAR, GREGORIO TTE. CNEL.;True;LA PLATA AV. y POMAR, GREGORIO TTE. CNEL.;4;-58.42323628;-34.64119105;AUTO-AUTO;AUTO;AUTO
2016-0165;1;2016-12-12;2016;12;12;08:25:00;AVENIDA;GARCIA, MARTIN AV.;300.0;;False;GARCIA, MARTIN AV. 300;4;-58.36926144;-34.62841919;BICICLETA-PASAJEROS;BICICLETA;PASAJEROS
2016-0168;1;2016-12-13;2016;12;13;10:40:00;AVENIDA;LA PLATA AV.;;POMAR, GREGORIO TTE. CNEL.;True;LA PLATA AV. y POMAR, GREGORIO TTE. CNEL.;4;-58.42323628;-34.64119105;MOTO-AUTO;MOTO;AUTO
